chip,filter_regime,group,comparison,engine,metric,value,direction,inference_status,p_value,p_fdr,resampling_method,n_resamples,runtime_sec,source_file,source_layer,notes
hu6800,variance_global,carcinomas,KID/RCC,mp,participation_ratio_delta,0.43594184732930596,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,KID/RCC,mp,spectral_entropy_delta,-0.07131163119730322,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,LU/LUAD,complexity,effrank_delta,0.71,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,LU/LUAD,complexity,kappa_delta,11.72,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,LU/LUAD,entropy,shannon_delta,1.142,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,LU/LUAD,entropy,spectral_delta,0.643,tumor_greater,permutation_available,0,0,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,LU/LUAD,mp,excess_spectral_mass_delta,393.2861531855532,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,LU/LUAD,mp,largest_eigenvalue_fraction_delta,-0.021953146216297237,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,LU/LUAD,mp,participation_ratio_delta,0.8722465414575353,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,LU/LUAD,mp,spectral_entropy_delta,0.5487769344418161,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,OV/OVAD,complexity,effrank_delta,0.47,tumor_greater,permutation_available,0.32,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,OV/OVAD,complexity,kappa_delta,62.71,tumor_greater,permutation_available,0.32,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,OV/OVAD,entropy,shannon_delta,1.326,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,OV/OVAD,entropy,spectral_delta,0.444,tumor_greater,permutation_available,0.11,0.2383333333333333,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,OV/OVAD,mp,excess_spectral_mass_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,OV/OVAD,mp,largest_eigenvalue_fraction_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,OV/OVAD,mp,participation_ratio_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,OV/OVAD,mp,spectral_entropy_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PA/PAAD,complexity,effrank_delta,0.09000000000000008,tumor_greater,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,PA/PAAD,complexity,kappa_delta,-28.13,tumor_lower,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,PA/PAAD,entropy,shannon_delta,-0.005,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,PA/PAAD,entropy,spectral_delta,0.08,tumor_greater,permutation_available,0.27,0.43875000000000003,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,PA/PAAD,mp,excess_spectral_mass_delta,381.74528654332767,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PA/PAAD,mp,largest_eigenvalue_fraction_delta,0.2459014272514511,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PA/PAAD,mp,participation_ratio_delta,-2.754598651251003,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PA/PAAD,mp,spectral_entropy_delta,-0.3768215226892566,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PR/PRAD,complexity,effrank_delta,0.49,tumor_greater,permutation_available,0.67,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,PR/PRAD,complexity,kappa_delta,-5.87,tumor_lower,permutation_available,0.67,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,PR/PRAD,entropy,shannon_delta,0.194,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,PR/PRAD,entropy,spectral_delta,0.476,tumor_greater,permutation_available,0.01,0.065,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,PR/PRAD,mp,excess_spectral_mass_delta,144.21463725238414,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PR/PRAD,mp,largest_eigenvalue_fraction_delta,-0.0031917267527714066,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PR/PRAD,mp,participation_ratio_delta,-0.010537778657464525,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,PR/PRAD,mp,spectral_entropy_delta,0.030326864398700026,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,UT/EAC,complexity,effrank_delta,0.020000000000000018,tumor_greater,permutation_available,0.83,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,UT/EAC,complexity,kappa_delta,26.26,tumor_greater,permutation_available,0.83,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,UT/EAC,entropy,shannon_delta,0.736,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,UT/EAC,entropy,spectral_delta,0.015,tumor_greater,permutation_available,0.96,0.96,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,UT/EAC,mp,excess_spectral_mass_delta,-255.67830613808724,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,UT/EAC,mp,largest_eigenvalue_fraction_delta,-0.20033056545544048,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,UT/EAC,mp,participation_ratio_delta,2.0107614454785545,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,UT/EAC,mp,spectral_entropy_delta,0.6334090587499279,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/B-ALL,complexity,effrank_delta,-0.17000000000000015,tumor_lower,permutation_available,0.72,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,leukemias,PB/B-ALL,complexity,kappa_delta,54.38,tumor_greater,permutation_available,0.72,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,leukemias,PB/B-ALL,entropy,shannon_delta,1.003,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,leukemias,PB/B-ALL,entropy,spectral_delta,-0.171,tumor_lower,permutation_available,0.51,0.6027272727272728,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,leukemias,PB/B-ALL,mp,excess_spectral_mass_delta,-59.8376397560246,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/B-ALL,mp,largest_eigenvalue_fraction_delta,-0.14054299615541854,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/B-ALL,mp,participation_ratio_delta,2.233384566927765,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/B-ALL,mp,spectral_entropy_delta,0.6940072003593438,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/T-ALL,complexity,effrank_delta,-0.16000000000000014,tumor_lower,permutation_available,0.92,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,leukemias,PB/T-ALL,complexity,kappa_delta,19.82,tumor_greater,permutation_available,0.92,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,leukemias,PB/T-ALL,entropy,shannon_delta,0.849,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,leukemias,PB/T-ALL,entropy,spectral_delta,-0.154,tumor_lower,permutation_available,0.49,0.6027272727272728,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,leukemias,PB/T-ALL,mp,excess_spectral_mass_delta,-43.14835737883959,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/T-ALL,mp,largest_eigenvalue_fraction_delta,-0.06756103760954107,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/T-ALL,mp,participation_ratio_delta,1.4781602509380551,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,leukemias,PB/T-ALL,mp,spectral_entropy_delta,0.5753516812276123,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
