chip,gene_set_mode,gene_set_id,gene_set_normalized,gene_set_name,go_ontology,root_node,n_probes
hu35ksuba,GO_BP,GO:0001675,GO:0001675,acrosome assembly,BP,biological_process,6
hu35ksuba,GO_BP,GO:0001676,GO:0001676,long-chain fatty acid metabolic process,BP,biological_process,14
hu35ksuba,GO_BP,GO:0001678,GO:0001678,cellular glucose homeostasis,BP,biological_process,15
hu35ksuba,GO_MF,GO:0001681,GO:0001681,sialate O-acetylesterase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001682,GO:0001682,tRNA 5'-leader removal,BP,biological_process,11
hu35ksuba,GO_MF,GO:0001691,GO:0001691,pseudophosphatase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001701,GO:0001701,in utero embryonic development,BP,biological_process,10
hu35ksuba,GO_BP,GO:0001704,GO:0001704,formation of primary germ layer,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001706,GO:0001706,endoderm formation,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001707,GO:0001707,mesoderm formation,BP,biological_process,7
hu35ksuba,GO_BP,GO:0001708,GO:0001708,cell fate specification,BP,biological_process,5
hu35ksuba,GO_BP,GO:0001709,GO:0001709,cell fate determination,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001711,GO:0001711,endodermal cell fate commitment,BP,biological_process,6
hu35ksuba,GO_MF,GO:0001727,GO:0001727,lipid kinase activity,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0001729,GO:0001729,ceramide kinase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001731,GO:0001731,formation of translation preinitiation complex,BP,biological_process,8
hu35ksuba,GO_BP,GO:0001732,GO:0001732,formation of cytoplasmic translation initiation complex,BP,biological_process,12
hu35ksuba,GO_MF,GO:0001734,GO:0001734,mRNA (N6-adenosine)-methyltransferase activity,MF,molecular_function,4
hu35ksuba,GO_MF,GO:0001735,GO:0001735,prenylcysteine oxidase activity,MF,molecular_function,3
hu35ksuba,GO_BP,GO:0001736,GO:0001736,establishment of planar polarity,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001738,GO:0001738,morphogenesis of a polarized epithelium,BP,biological_process,8
hu35ksuba,GO_BP,GO:0001754,GO:0001754,eye photoreceptor cell differentiation,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001755,GO:0001755,neural crest cell migration,BP,biological_process,15
hu35ksuba,GO_BP,GO:0001756,GO:0001756,somitogenesis,BP,biological_process,6
hu35ksuba,GO_BP,GO:0001763,GO:0001763,morphogenesis of a branching structure,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001764,GO:0001764,neuron migration,BP,biological_process,34
hu35ksuba,GO_BP,GO:0001765,GO:0001765,membrane raft assembly,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001766,GO:0001766,membrane raft polarization,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001768,GO:0001768,establishment of T cell polarity,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001770,GO:0001770,establishment of natural killer cell polarity,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001773,GO:0001773,myeloid dendritic cell activation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001774,GO:0001774,microglial cell activation,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001775,GO:0001775,cell activation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001776,GO:0001776,leukocyte homeostasis,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001778,GO:0001778,plasma membrane repair,BP,biological_process,17
hu35ksuba,GO_BP,GO:0001779,GO:0001779,natural killer cell differentiation,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001780,GO:0001780,neutrophil homeostasis,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001781,GO:0001781,neutrophil apoptotic process,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001782,GO:0001782,B cell homeostasis,BP,biological_process,3
hu35ksuba,GO_MF,GO:0001784,GO:0001784,phosphotyrosine residue binding,MF,molecular_function,29
hu35ksuba,GO_MF,GO:0001786,GO:0001786,phosphatidylserine binding,MF,molecular_function,23
hu35ksuba,GO_BP,GO:0001787,GO:0001787,natural killer cell proliferation,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001788,GO:0001788,antibody-dependent cellular cytotoxicity,BP,biological_process,1
hu35ksuba,GO_MF,GO:0001790,GO:0001790,polymeric immunoglobulin binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001791,GO:0001791,IgM binding,MF,molecular_function,2
hu35ksuba,GO_BP,GO:0001815,GO:0001815,positive regulation of antibody-dependent cellular cytotoxicity,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001817,GO:0001817,regulation of cytokine production,BP,biological_process,26
hu35ksuba,GO_BP,GO:0001818,GO:0001818,negative regulation of cytokine production,BP,biological_process,13
hu35ksuba,GO_BP,GO:0001819,GO:0001819,positive regulation of cytokine production,BP,biological_process,22
hu35ksuba,GO_BP,GO:0001822,GO:0001822,kidney development,BP,biological_process,32
hu35ksuba,GO_BP,GO:0001823,GO:0001823,mesonephros development,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001825,GO:0001825,blastocyst formation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001826,GO:0001826,inner cell mass cell differentiation,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001829,GO:0001829,trophectodermal cell differentiation,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001832,GO:0001832,blastocyst growth,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001836,GO:0001836,release of cytochrome c from mitochondria,BP,biological_process,12
hu35ksuba,GO_BP,GO:0001837,GO:0001837,epithelial to mesenchymal transition,BP,biological_process,25
hu35ksuba,GO_BP,GO:0001843,GO:0001843,neural tube closure,BP,biological_process,20
hu35ksuba,GO_BP,GO:0001845,GO:0001845,phagolysosome assembly,BP,biological_process,3
hu35ksuba,GO_MF,GO:0001848,GO:0001848,complement binding,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0001849,GO:0001849,complement component C1q complex binding,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0001851,GO:0001851,complement component C3b binding,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0001855,GO:0001855,complement component C4b binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001861,GO:0001861,complement component C4b receptor activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001865,GO:0001865,NK T cell differentiation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001867,GO:0001867,"complement activation, lectin pathway",BP,biological_process,3
hu35ksuba,GO_MF,GO:0001875,GO:0001875,lipopolysaccharide immune receptor activity,MF,molecular_function,3
hu35ksuba,GO_BP,GO:0001878,GO:0001878,response to yeast,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001880,GO:0001880,Mullerian duct regression,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001881,GO:0001881,receptor recycling,BP,biological_process,4
hu35ksuba,GO_MF,GO:0001882,GO:0001882,nucleoside binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001883,GO:0001883,purine nucleoside binding,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001886,GO:0001886,endothelial cell morphogenesis,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001889,GO:0001889,liver development,BP,biological_process,16
hu35ksuba,GO_BP,GO:0001890,GO:0001890,placenta development,BP,biological_process,7
hu35ksuba,GO_BP,GO:0001892,GO:0001892,embryonic placenta development,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001894,GO:0001894,tissue homeostasis,BP,biological_process,10
hu35ksuba,GO_BP,GO:0001895,GO:0001895,retina homeostasis,BP,biological_process,5
hu35ksuba,GO_BP,GO:0001912,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001913,GO:0001913,T cell mediated cytotoxicity,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001915,GO:0001915,negative regulation of T cell mediated cytotoxicity,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001916,GO:0001916,positive regulation of T cell mediated cytotoxicity,BP,biological_process,8
hu35ksuba,GO_MF,GO:0001918,GO:0001918,farnesylated protein binding,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001919,GO:0001919,regulation of receptor recycling,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001920,GO:0001920,negative regulation of receptor recycling,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001921,GO:0001921,positive regulation of receptor recycling,BP,biological_process,9
hu35ksuba,GO_BP,GO:0001923,GO:0001923,B-1 B cell differentiation,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001932,GO:0001932,regulation of protein phosphorylation,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001933,GO:0001933,negative regulation of protein phosphorylation,BP,biological_process,25
hu35ksuba,GO_BP,GO:0001934,GO:0001934,positive regulation of protein phosphorylation,BP,biological_process,26
hu35ksuba,GO_BP,GO:0001935,GO:0001935,endothelial cell proliferation,BP,biological_process,9
hu35ksuba,GO_BP,GO:0001936,GO:0001936,regulation of endothelial cell proliferation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001937,GO:0001937,negative regulation of endothelial cell proliferation,BP,biological_process,19
hu35ksuba,GO_BP,GO:0001938,GO:0001938,positive regulation of endothelial cell proliferation,BP,biological_process,31
hu35ksuba,GO_BP,GO:0001941,GO:0001941,postsynaptic membrane organization,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001942,GO:0001942,hair follicle development,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001944,GO:0001944,vasculature development,BP,biological_process,8
hu35ksuba,GO_BP,GO:0001945,GO:0001945,lymph vessel development,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001946,GO:0001946,lymphangiogenesis,BP,biological_process,7
hu35ksuba,GO_BP,GO:0001947,GO:0001947,heart looping,BP,biological_process,19
hu35ksuba,GO_BP,GO:0001952,GO:0001952,regulation of cell-matrix adhesion,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001953,GO:0001953,negative regulation of cell-matrix adhesion,BP,biological_process,8
hu35ksuba,GO_BP,GO:0001954,GO:0001954,positive regulation of cell-matrix adhesion,BP,biological_process,12
hu35ksuba,GO_BP,GO:0001955,GO:0001955,blood vessel maturation,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001956,GO:0001956,positive regulation of neurotransmitter secretion,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001957,GO:0001957,intramembranous ossification,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001958,GO:0001958,endochondral ossification,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001959,GO:0001959,regulation of cytokine-mediated signaling pathway,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001960,GO:0001960,negative regulation of cytokine-mediated signaling pathway,BP,biological_process,10
hu35ksuba,GO_BP,GO:0001961,GO:0001961,positive regulation of cytokine-mediated signaling pathway,BP,biological_process,6
hu35ksuba,GO_BP,GO:0001963,GO:0001963,"synaptic transmission, dopaminergic",BP,biological_process,1
hu35ksuba,GO_BP,GO:0001964,GO:0001964,startle response,BP,biological_process,1
hu35ksuba,GO_MF,GO:0001965,GO:0001965,G-protein alpha-subunit binding,MF,molecular_function,11
hu35ksuba,GO_BP,GO:0001966,GO:0001966,thigmotaxis,BP,biological_process,1
hu35ksuba,GO_MF,GO:0001968,GO:0001968,fibronectin binding,MF,molecular_function,14
hu35ksuba,GO_BP,GO:0001970,GO:0001970,positive regulation of activation of membrane attack complex,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001971,GO:0001971,negative regulation of activation of membrane attack complex,BP,biological_process,1
hu35ksuba,GO_MF,GO:0001972,GO:0001972,retinoic acid binding,MF,molecular_function,2
hu35ksuba,GO_BP,GO:0001974,GO:0001974,blood vessel remodeling,BP,biological_process,11
hu35ksuba,GO_BP,GO:0001975,GO:0001975,response to amphetamine,BP,biological_process,3
hu35ksuba,GO_BP,GO:0001996,GO:0001996,positive regulation of heart rate by epinephrine-norepinephrine,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002000,GO:0002000,detection of renal blood flow,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002001,GO:0002001,renin secretion into blood stream,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002003,GO:0002003,angiotensin maturation,BP,biological_process,7
hu35ksuba,GO_BP,GO:0002009,GO:0002009,morphogenesis of an epithelium,BP,biological_process,5
hu35ksuba,GO_BP,GO:0002011,GO:0002011,morphogenesis of an epithelial sheet,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002019,GO:0002019,regulation of renal output by angiotensin,BP,biological_process,2
hu35ksuba,GO_MF,GO:0002020,GO:0002020,protease binding,MF,molecular_function,32
hu35ksuba,GO_BP,GO:0002021,GO:0002021,response to dietary excess,BP,biological_process,4
hu35ksuba,GO_BP,GO:0002024,GO:0002024,diet induced thermogenesis,BP,biological_process,3
hu35ksuba,GO_BP,GO:0002025,GO:0002025,norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002026,GO:0002026,regulation of the force of heart contraction,BP,biological_process,5
hu35ksuba,GO_BP,GO:0002027,GO:0002027,regulation of heart rate,BP,biological_process,7
hu35ksuba,GO_BP,GO:0002028,GO:0002028,regulation of sodium ion transport,BP,biological_process,5
hu35ksuba,GO_BP,GO:0002029,GO:0002029,desensitization of G protein-coupled receptor signaling pathway,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002031,GO:0002031,G protein-coupled receptor internalization,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002033,GO:0002033,angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002038,GO:0002038,positive regulation of L-glutamate import across plasma membrane,BP,biological_process,1
hu35ksuba,GO_MF,GO:0002039,GO:0002039,p53 binding,MF,molecular_function,38
hu35ksuba,GO_BP,GO:0002040,GO:0002040,sprouting angiogenesis,BP,biological_process,16
hu35ksuba,GO_BP,GO:0002042,GO:0002042,cell migration involved in sprouting angiogenesis,BP,biological_process,14
hu35ksuba,GO_BP,GO:0002043,GO:0002043,blood vessel endothelial cell proliferation involved in sprouting angiogenesis,BP,biological_process,4
hu35ksuba,GO_BP,GO:0002052,GO:0002052,positive regulation of neuroblast proliferation,BP,biological_process,6
hu35ksuba,GO_BP,GO:0002053,GO:0002053,positive regulation of mesenchymal cell proliferation,BP,biological_process,4
hu35ksuba,GO_BP,GO:0002062,GO:0002062,chondrocyte differentiation,BP,biological_process,15
hu35ksuba,GO_BP,GO:0002063,GO:0002063,chondrocyte development,BP,biological_process,3
hu35ksuba,GO_BP,GO:0002064,GO:0002064,epithelial cell development,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002076,GO:0002076,osteoblast development,BP,biological_process,3
hu35ksuba,GO_BP,GO:0002082,GO:0002082,regulation of oxidative phosphorylation,BP,biological_process,10
hu35ksuba,GO_BP,GO:0002084,GO:0002084,protein depalmitoylation,BP,biological_process,6
hu35ksuba,GO_BP,GO:0002087,GO:0002087,regulation of respiratory gaseous exchange by nervous system process,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002088,GO:0002088,lens development in camera-type eye,BP,biological_process,5
hu35ksuba,GO_BP,GO:0002089,GO:0002089,lens morphogenesis in camera-type eye,BP,biological_process,3
hu35ksuba,GO_BP,GO:0002090,GO:0002090,regulation of receptor internalization,BP,biological_process,5
hu35ksuba,GO_BP,GO:0002091,GO:0002091,negative regulation of receptor internalization,BP,biological_process,6
hu35ksuba,GO_BP,GO:0002092,GO:0002092,positive regulation of receptor internalization,BP,biological_process,13
hu35ksuba,GO_BP,GO:0002098,GO:0002098,tRNA wobble uridine modification,BP,biological_process,10
hu35ksuba,GO_BP,GO:0002099,GO:0002099,tRNA wobble guanine modification,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002101,GO:0002101,tRNA wobble cytosine modification,BP,biological_process,1
hu35ksuba,GO_MF,GO:0002114,GO:0002114,interleukin-33 receptor activity,MF,molecular_function,2
hu35ksuba,GO_BP,GO:0002115,GO:0002115,store-operated calcium entry,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002125,GO:0002125,maternal aggressive behavior,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002127,GO:0002127,tRNA wobble base cytosine methylation,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002128,GO:0002128,tRNA nucleoside ribose methylation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002130,GO:0002130,wobble position ribose methylation,BP,biological_process,3
hu35ksuba,GO_MF,GO:0002151,GO:0002151,G-quadruplex RNA binding,MF,molecular_function,4
hu35ksuba,GO_MF,GO:0002153,GO:0002153,steroid receptor RNA activator RNA binding,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0002154,GO:0002154,thyroid hormone mediated signaling pathway,BP,biological_process,4
hu35ksuba,GO_BP,GO:0002157,GO:0002157,positive regulation of thyroid hormone mediated signaling pathway,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002159,GO:0002159,desmosome assembly,BP,biological_process,6
hu35ksuba,GO_BP,GO:0002160,GO:0002160,desmosome maintenance,BP,biological_process,3
hu35ksuba,GO_MF,GO:0002161,GO:0002161,aminoacyl-tRNA editing activity,MF,molecular_function,7
hu35ksuba,GO_MF,GO:0002162,GO:0002162,dystroglycan binding,MF,molecular_function,4
hu35ksuba,GO_MF,GO:0002172,GO:0002172,high-affinity IgM receptor activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0002175,GO:0002175,protein localization to paranode region of axon,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002181,GO:0002181,cytoplasmic translation,BP,biological_process,20
hu35ksuba,GO_BP,GO:0002183,GO:0002183,cytoplasmic translational initiation,BP,biological_process,18
hu35ksuba,GO_BP,GO:0002188,GO:0002188,translation reinitiation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002191,GO:0002191,cap-dependent translational initiation,BP,biological_process,3
hu35ksuba,GO_BP,GO:0002208,GO:0002208,somatic diversification of immunoglobulins involved in immune response,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002218,GO:0002218,activation of innate immune response,BP,biological_process,21
hu35ksuba,GO_BP,GO:0002220,GO:0002220,innate immune response activating cell surface receptor signaling pathway,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002221,GO:0002221,pattern recognition receptor signaling pathway,BP,biological_process,4
hu35ksuba,GO_BP,GO:0002222,GO:0002222,stimulatory killer cell immunoglobulin-like receptor signaling pathway,BP,biological_process,2
hu35ksuba,GO_BP,GO:0002223,GO:0002223,stimulatory C-type lectin receptor signaling pathway,BP,biological_process,14
hu35ksuba,GO_BP,GO:0002224,GO:0002224,toll-like receptor signaling pathway,BP,biological_process,10
hu35ksuba,GO_BP,GO:0002227,GO:0002227,innate immune response in mucosa,BP,biological_process,4
hu35ksuba,GO_BP,GO:0002228,GO:0002228,natural killer cell mediated immunity,BP,biological_process,3
hu35ksuba,GO_BP,GO:0002230,GO:0002230,positive regulation of defense response to virus by host,BP,biological_process,27
hu35ksuba,GO_BP,GO:0002244,GO:0002244,hematopoietic progenitor cell differentiation,BP,biological_process,8
hu35ksuba,GO_BP,GO:0002248,GO:0002248,connective tissue replacement involved in inflammatory response wound healing,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002250,GO:0002250,adaptive immune response,BP,biological_process,69
hu35ksuba,GO_BP,GO:0002251,GO:0002251,organ or tissue specific immune response,BP,biological_process,1
hu35ksuba,GO_BP,GO:0002252,GO:0002252,immune effector process,BP,biological_process,2
