ontology,go_id,go_name,root_node,n_chips,total_probe_memberships
MF,GO:0004190,aspartic-type endopeptidase activity,molecular_function,2,22
MF,GO:0004197,cysteine-type endopeptidase activity,molecular_function,2,74
MF,GO:0004222,metalloendopeptidase activity,molecular_function,2,92
MF,GO:0004252,serine-type endopeptidase activity,molecular_function,2,140
MF,GO:0004298,threonine-type endopeptidase activity,molecular_function,1,6
MF,GO:0004300,enoyl-CoA hydratase activity,molecular_function,1,7
MF,GO:0004303,estradiol 17-beta-dehydrogenase activity,molecular_function,2,15
MF,GO:0004322,ferroxidase activity,molecular_function,1,5
MF,GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase activity",molecular_function,1,6
MF,GO:0004340,glucokinase activity,molecular_function,1,5
MF,GO:0004364,glutathione transferase activity,molecular_function,2,22
MF,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,molecular_function,2,14
MF,GO:0004382,guanosine-diphosphatase activity,molecular_function,1,5
MF,GO:0004383,guanylate cyclase activity,molecular_function,1,9
MF,GO:0004385,guanylate kinase activity,molecular_function,1,5
MF,GO:0004386,helicase activity,molecular_function,2,123
MF,GO:0004396,hexokinase activity,molecular_function,1,5
MF,GO:0004402,histone acetyltransferase activity,molecular_function,2,27
MF,GO:0004407,histone deacetylase activity,molecular_function,1,11
MF,GO:0004415,hyalurononglucosaminidase activity,molecular_function,1,5
MF,GO:0004435,phosphatidylinositol phospholipase C activity,molecular_function,2,29
MF,GO:0004438,phosphatidylinositol-3-phosphatase activity,molecular_function,2,15
MF,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",molecular_function,1,7
MF,GO:0004445,inositol-polyphosphate 5-phosphatase activity,molecular_function,1,9
MF,GO:0004465,lipoprotein lipase activity,molecular_function,1,5
MF,GO:0004467,long-chain fatty acid-CoA ligase activity,molecular_function,1,9
MF,GO:0004470,malic enzyme activity,molecular_function,1,5
MF,GO:0004497,monooxygenase activity,molecular_function,2,90
MF,GO:0004499,"N,N-dimethylaniline monooxygenase activity",molecular_function,1,5
MF,GO:0004517,nitric-oxide synthase activity,molecular_function,1,5
MF,GO:0004518,nuclease activity,molecular_function,2,110
MF,GO:0004519,endonuclease activity,molecular_function,2,72
MF,GO:0004520,endodeoxyribonuclease activity,molecular_function,2,15
MF,GO:0004521,endoribonuclease activity,molecular_function,2,29
MF,GO:0004523,RNA-DNA hybrid ribonuclease activity,molecular_function,1,5
MF,GO:0004526,ribonuclease P activity,molecular_function,1,10
MF,GO:0004527,exonuclease activity,molecular_function,2,43
MF,GO:0004532,exoribonuclease activity,molecular_function,1,8
MF,GO:0004535,poly(A)-specific ribonuclease activity,molecular_function,1,15
MF,GO:0004536,deoxyribonuclease activity,molecular_function,1,5
MF,GO:0004540,ribonuclease activity,molecular_function,2,20
MF,GO:0004550,nucleoside diphosphate kinase activity,molecular_function,2,13
MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",molecular_function,2,31
MF,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",molecular_function,1,5
MF,GO:0004596,peptide alpha-N-acetyltransferase activity,molecular_function,1,5
MF,GO:0004601,peroxidase activity,molecular_function,2,29
MF,GO:0004602,glutathione peroxidase activity,molecular_function,2,22
MF,GO:0004620,phospholipase activity,molecular_function,2,19
MF,GO:0004622,lysophospholipase activity,molecular_function,2,15
MF,GO:0004623,phospholipase A2 activity,molecular_function,2,19
MF,GO:0004629,phospholipase C activity,molecular_function,2,14
MF,GO:0004630,phospholipase D activity,molecular_function,1,5
MF,GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,molecular_function,1,6
MF,GO:0004659,prenyltransferase activity,molecular_function,2,15
MF,GO:0004661,protein geranylgeranyltransferase activity,molecular_function,1,5
MF,GO:0004663,Rab geranylgeranyltransferase activity,molecular_function,1,5
MF,GO:0004672,protein kinase activity,molecular_function,2,558
MF,GO:0004674,protein serine/threonine kinase activity,molecular_function,2,443
MF,GO:0004675,transmembrane receptor protein serine/threonine kinase activity,molecular_function,2,19
MF,GO:0004677,DNA-dependent protein kinase activity,molecular_function,1,5
MF,GO:0004679,AMP-activated protein kinase activity,molecular_function,1,8
MF,GO:0004683,calmodulin-dependent protein kinase activity,molecular_function,2,26
MF,GO:0004691,cAMP-dependent protein kinase activity,molecular_function,1,7
MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,molecular_function,2,29
MF,GO:0004694,eukaryotic translation initiation factor 2alpha kinase activity,molecular_function,1,5
MF,GO:0004697,protein kinase C activity,molecular_function,2,20
MF,GO:0004698,calcium-dependent protein kinase C activity,molecular_function,1,7
MF,GO:0004699,calcium-independent protein kinase C activity,molecular_function,1,6
MF,GO:0004706,JUN kinase kinase kinase activity,molecular_function,2,11
MF,GO:0004707,MAP kinase activity,molecular_function,2,24
MF,GO:0004708,MAP kinase kinase activity,molecular_function,1,15
MF,GO:0004709,MAP kinase kinase kinase activity,molecular_function,2,30
MF,GO:0004712,protein serine/threonine/tyrosine kinase activity,molecular_function,2,43
MF,GO:0004713,protein tyrosine kinase activity,molecular_function,2,170
MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity,molecular_function,2,71
MF,GO:0004715,non-membrane spanning protein tyrosine kinase activity,molecular_function,2,60
MF,GO:0004721,phosphoprotein phosphatase activity,molecular_function,2,150
MF,GO:0004722,protein serine/threonine phosphatase activity,molecular_function,2,84
MF,GO:0004725,protein tyrosine phosphatase activity,molecular_function,2,103
MF,GO:0004726,non-membrane spanning protein tyrosine phosphatase activity,molecular_function,2,18
MF,GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,molecular_function,1,5
MF,GO:0004745,NAD-retinol dehydrogenase activity,molecular_function,2,16
MF,GO:0004771,sterol esterase activity,molecular_function,1,6
MF,GO:0004806,triglyceride lipase activity,molecular_function,2,19
MF,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function,2,42
MF,GO:0004842,ubiquitin-protein transferase activity,molecular_function,2,270
MF,GO:0004843,thiol-dependent deubiquitinase,molecular_function,2,70
MF,GO:0004849,uridine kinase activity,molecular_function,1,5
MF,GO:0004857,enzyme inhibitor activity,molecular_function,2,62
MF,GO:0004859,phospholipase inhibitor activity,molecular_function,1,9
MF,GO:0004860,protein kinase inhibitor activity,molecular_function,2,48
MF,GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,molecular_function,1,7
MF,GO:0004862,cAMP-dependent protein kinase inhibitor activity,molecular_function,2,14
MF,GO:0004864,protein phosphatase inhibitor activity,molecular_function,2,50
MF,GO:0004865,protein serine/threonine phosphatase inhibitor activity,molecular_function,1,8
MF,GO:0004866,endopeptidase inhibitor activity,molecular_function,2,56
MF,GO:0004867,serine-type endopeptidase inhibitor activity,molecular_function,2,75
MF,GO:0004869,cysteine-type endopeptidase inhibitor activity,molecular_function,2,34
MF,GO:0004875,complement receptor activity,molecular_function,1,11
MF,GO:0004879,nuclear receptor activity,molecular_function,2,87
MF,GO:0004888,transmembrane signaling receptor activity,molecular_function,2,229
MF,GO:0004890,GABA-A receptor activity,molecular_function,2,22
MF,GO:0004895,cell adhesion receptor activity,molecular_function,1,11
MF,GO:0004896,cytokine receptor activity,molecular_function,2,55
MF,GO:0004897,ciliary neurotrophic factor receptor activity,molecular_function,1,7
MF,GO:0004908,interleukin-1 receptor activity,molecular_function,1,5
MF,GO:0004918,interleukin-8 receptor activity,molecular_function,1,6
MF,GO:0004921,interleukin-11 receptor activity,molecular_function,1,5
MF,GO:0004924,oncostatin-M receptor activity,molecular_function,1,5
MF,GO:0004930,G protein-coupled receptor activity,molecular_function,2,287
MF,GO:0004931,extracellularly ATP-gated cation channel activity,molecular_function,1,5
MF,GO:0004935,adrenergic receptor activity,molecular_function,1,9
MF,GO:0004950,chemokine receptor activity,molecular_function,2,33
MF,GO:0004952,dopamine neurotransmitter receptor activity,molecular_function,1,8
MF,GO:0004955,prostaglandin receptor activity,molecular_function,1,8
MF,GO:0004957,prostaglandin E receptor activity,molecular_function,1,9
MF,GO:0004970,ionotropic glutamate receptor activity,molecular_function,1,9
MF,GO:0004971,AMPA glutamate receptor activity,molecular_function,1,6
MF,GO:0004972,NMDA glutamate receptor activity,molecular_function,1,5
MF,GO:0004984,olfactory receptor activity,molecular_function,1,5
MF,GO:0004985,G protein-coupled opioid receptor activity,molecular_function,1,5
MF,GO:0004993,G protein-coupled serotonin receptor activity,molecular_function,1,14
MF,GO:0004994,somatostatin receptor activity,molecular_function,1,6
MF,GO:0005000,vasopressin receptor activity,molecular_function,1,6
MF,GO:0005001,transmembrane receptor protein tyrosine phosphatase activity,molecular_function,2,21
MF,GO:0005003,ephrin receptor activity,molecular_function,1,11
MF,GO:0005004,GPI-linked ephrin receptor activity,molecular_function,1,7
MF,GO:0005005,transmembrane-ephrin receptor activity,molecular_function,1,12
MF,GO:0005021,vascular endothelial growth factor-activated receptor activity,molecular_function,2,15
MF,GO:0005024,transforming growth factor beta-activated receptor activity,molecular_function,2,13
MF,GO:0005025,"transforming growth factor beta receptor activity, type I",molecular_function,2,10
MF,GO:0005030,neurotrophin receptor activity,molecular_function,1,5
MF,GO:0005031,tumor necrosis factor-activated receptor activity,molecular_function,1,14
MF,GO:0005041,low-density lipoprotein particle receptor activity,molecular_function,2,19
MF,GO:0005044,scavenger receptor activity,molecular_function,2,25
MF,GO:0005047,signal recognition particle binding,molecular_function,1,5
MF,GO:0005049,nuclear export signal receptor activity,molecular_function,1,6
MF,GO:0005055,laminin receptor activity,molecular_function,1,5
MF,GO:0005068,transmembrane receptor protein tyrosine kinase adaptor activity,molecular_function,2,15
MF,GO:0005078,MAP-kinase scaffold activity,molecular_function,2,21
MF,GO:0005080,protein kinase C binding,molecular_function,2,54
MF,GO:0005085,guanyl-nucleotide exchange factor activity,molecular_function,2,200
MF,GO:0005092,GDP-dissociation inhibitor activity,molecular_function,2,20
MF,GO:0005095,GTPase inhibitor activity,molecular_function,2,18
MF,GO:0005096,GTPase activator activity,molecular_function,2,242
MF,GO:0005102,signaling receptor binding,molecular_function,2,425
MF,GO:0005104,fibroblast growth factor receptor binding,molecular_function,1,10
MF,GO:0005109,frizzled binding,molecular_function,2,27
MF,GO:0005112,Notch binding,molecular_function,2,25
MF,GO:0005113,patched binding,molecular_function,1,5
MF,GO:0005114,type II transforming growth factor beta receptor binding,molecular_function,2,18
MF,GO:0005123,death receptor binding,molecular_function,2,22
MF,GO:0005125,cytokine activity,molecular_function,2,217
MF,GO:0005126,cytokine receptor binding,molecular_function,2,36
MF,GO:0005127,ciliary neurotrophic factor receptor binding,molecular_function,2,11
MF,GO:0005131,growth hormone receptor binding,molecular_function,1,6
MF,GO:0005132,type I interferon receptor binding,molecular_function,1,14
MF,GO:0005134,interleukin-2 receptor binding,molecular_function,1,5
MF,GO:0005138,interleukin-6 receptor binding,molecular_function,2,19
MF,GO:0005151,"interleukin-1, type II receptor binding",molecular_function,1,5
MF,GO:0005154,epidermal growth factor receptor binding,molecular_function,2,41
MF,GO:0005158,insulin receptor binding,molecular_function,2,32
MF,GO:0005159,insulin-like growth factor receptor binding,molecular_function,2,28
MF,GO:0005160,transforming growth factor beta receptor binding,molecular_function,2,18
MF,GO:0005161,platelet-derived growth factor receptor binding,molecular_function,1,15
MF,GO:0005164,tumor necrosis factor receptor binding,molecular_function,2,43
MF,GO:0005168,neurotrophin TRKA receptor binding,molecular_function,2,12
MF,GO:0005178,integrin binding,molecular_function,2,170
MF,GO:0005179,hormone activity,molecular_function,2,109
MF,GO:0005184,neuropeptide hormone activity,molecular_function,2,29
MF,GO:0005198,structural molecule activity,molecular_function,2,181
MF,GO:0005200,structural constituent of cytoskeleton,molecular_function,2,150
MF,GO:0005201,extracellular matrix structural constituent,molecular_function,2,137
MF,GO:0005212,structural constituent of eye lens,molecular_function,1,15
MF,GO:0005216,ion channel activity,molecular_function,2,141
MF,GO:0005223,intracellular cGMP-activated cation channel activity,molecular_function,1,6
MF,GO:0005230,extracellular ligand-gated ion channel activity,molecular_function,2,49
MF,GO:0005242,inward rectifier potassium channel activity,molecular_function,1,18
MF,GO:0005243,gap junction channel activity,molecular_function,2,11
MF,GO:0005244,voltage-gated ion channel activity,molecular_function,1,5
MF,GO:0005245,voltage-gated calcium channel activity,molecular_function,2,30
MF,GO:0005246,calcium channel regulator activity,molecular_function,2,40
MF,GO:0005247,voltage-gated chloride channel activity,molecular_function,2,12
MF,GO:0005248,voltage-gated sodium channel activity,molecular_function,2,14
MF,GO:0005249,voltage-gated potassium channel activity,molecular_function,2,30
MF,GO:0005251,delayed rectifier potassium channel activity,molecular_function,2,14
MF,GO:0005253,anion channel activity,molecular_function,1,6
MF,GO:0005254,chloride channel activity,molecular_function,2,61
MF,GO:0005261,cation channel activity,molecular_function,2,25
MF,GO:0005262,calcium channel activity,molecular_function,2,73
MF,GO:0005267,potassium channel activity,molecular_function,2,40
MF,GO:0005272,sodium channel activity,molecular_function,2,31
MF,GO:0005283,amino acid:sodium symporter activity,molecular_function,2,11
MF,GO:0005295,neutral amino acid:sodium symporter activity,molecular_function,1,5
MF,GO:0005298,proline:sodium symporter activity,molecular_function,1,5
MF,GO:0005313,L-glutamate transmembrane transporter activity,molecular_function,1,6
MF,GO:0005315,inorganic phosphate transmembrane transporter activity,molecular_function,1,5
MF,GO:0005319,lipid transporter activity,molecular_function,2,38
MF,GO:0005324,long-chain fatty acid transporter activity,molecular_function,1,12
MF,GO:0005326,neurotransmitter transmembrane transporter activity,molecular_function,1,7
MF,GO:0005332,gamma-aminobutyric acid:sodium symporter activity,molecular_function,1,7
MF,GO:0005344,oxygen carrier activity,molecular_function,1,9
MF,GO:0005347,ATP transmembrane transporter activity,molecular_function,1,11
MF,GO:0005372,water transmembrane transporter activity,molecular_function,1,5
MF,GO:0005381,iron ion transmembrane transporter activity,molecular_function,1,13
MF,GO:0005385,zinc ion transmembrane transporter activity,molecular_function,2,21
MF,GO:0005388,P-type calcium transporter activity,molecular_function,2,14
MF,GO:0005391,P-type sodium:potassium-exchanging transporter activity,molecular_function,1,7
MF,GO:0005436,sodium:phosphate symporter activity,molecular_function,1,9
MF,GO:0005452,inorganic anion exchanger activity,molecular_function,2,12
MF,GO:0005484,SNAP receptor activity,molecular_function,2,42
MF,GO:0005496,steroid binding,molecular_function,2,39
MF,GO:0005497,androgen binding,molecular_function,2,11
MF,GO:0005499,vitamin D binding,molecular_function,1,8
MF,GO:0005501,retinoid binding,molecular_function,1,8
MF,GO:0005504,fatty acid binding,molecular_function,2,37
MF,GO:0005506,iron ion binding,molecular_function,2,133
MF,GO:0005507,copper ion binding,molecular_function,2,56
MF,GO:0005509,calcium ion binding,molecular_function,2,545
MF,GO:0005515,protein binding,molecular_function,2,11813
MF,GO:0005516,calmodulin binding,molecular_function,2,242
MF,GO:0005518,collagen binding,molecular_function,2,72
MF,GO:0005520,insulin-like growth factor binding,molecular_function,2,18
MF,GO:0005521,lamin binding,molecular_function,2,24
MF,GO:0005522,profilin binding,molecular_function,2,15
MF,GO:0005523,tropomyosin binding,molecular_function,2,11
MF,GO:0005524,ATP binding,molecular_function,2,1463
MF,GO:0005525,GTP binding,molecular_function,2,350
MF,GO:0005528,FK506 binding,molecular_function,1,8
MF,GO:0005536,glucose binding,molecular_function,1,9
MF,GO:0005537,mannose binding,molecular_function,2,18
MF,GO:0005539,glycosaminoglycan binding,molecular_function,2,22
MF,GO:0005540,hyaluronic acid binding,molecular_function,2,18
MF,GO:0005542,folic acid binding,molecular_function,1,9
MF,GO:0005543,phospholipid binding,molecular_function,2,114
MF,GO:0005544,calcium-dependent phospholipid binding,molecular_function,2,29
MF,GO:0005545,1-phosphatidylinositol binding,molecular_function,1,12
MF,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",molecular_function,2,67
MF,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",molecular_function,2,32
MF,GO:0005548,phospholipid transporter activity,molecular_function,2,23
MF,GO:0008009,chemokine activity,molecular_function,2,51
MF,GO:0008013,beta-catenin binding,molecular_function,2,130
MF,GO:0008017,microtubule binding,molecular_function,2,245
MF,GO:0008020,G protein-coupled photoreceptor activity,molecular_function,1,6
MF,GO:0008035,high-density lipoprotein particle binding,molecular_function,1,7
MF,GO:0008046,axon guidance receptor activity,molecular_function,1,6
MF,GO:0008047,enzyme activator activity,molecular_function,2,90
MF,GO:0008061,chitin binding,molecular_function,1,5
MF,GO:0008066,glutamate receptor activity,molecular_function,1,13
MF,GO:0008080,N-acetyltransferase activity,molecular_function,2,11
MF,GO:0008081,phosphoric diester hydrolase activity,molecular_function,2,55
MF,GO:0008083,growth factor activity,molecular_function,2,158
MF,GO:0008092,cytoskeletal protein binding,molecular_function,2,83
MF,GO:0008093,cytoskeletal anchor activity,molecular_function,2,38
MF,GO:0008094,"ATPase, acting on DNA",molecular_function,2,44
MF,GO:0008097,5S rRNA binding,molecular_function,2,12
MF,GO:0008106,alcohol dehydrogenase (NADP+) activity,molecular_function,1,10
MF,GO:0008131,primary amine oxidase activity,molecular_function,1,7
MF,GO:0008134,transcription factor binding,molecular_function,2,21
MF,GO:0008135,"translation factor activity, RNA binding",molecular_function,2,29
MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function,2,31
MF,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,molecular_function,2,21
MF,GO:0008139,nuclear localization sequence binding,molecular_function,2,35
MF,GO:0008140,cAMP response element binding protein binding,molecular_function,1,7
MF,GO:0008142,oxysterol binding,molecular_function,2,21
MF,GO:0008143,poly(A) binding,molecular_function,2,31
MF,GO:0008146,sulfotransferase activity,molecular_function,2,21
MF,GO:0008157,protein phosphatase 1 binding,molecular_function,2,17
MF,GO:0008160,protein tyrosine phosphatase activator activity,molecular_function,1,5
MF,GO:0008168,methyltransferase activity,molecular_function,2,139
MF,GO:0008173,RNA methyltransferase activity,molecular_function,1,16
MF,GO:0008175,tRNA methyltransferase activity,molecular_function,1,5
MF,GO:0008179,adenylate cyclase binding,molecular_function,2,20
MF,GO:0008186,"ATPase, acting on RNA",molecular_function,2,12
MF,GO:0008188,neuropeptide receptor activity,molecular_function,1,9
MF,GO:0008190,eukaryotic initiation factor 4E binding,molecular_function,1,6
MF,GO:0008191,metalloendopeptidase inhibitor activity,molecular_function,2,17
MF,GO:0008194,UDP-glycosyltransferase activity,molecular_function,2,17
MF,GO:0008195,phosphatidate phosphatase activity,molecular_function,1,5
MF,GO:0008198,ferrous iron binding,molecular_function,2,31
MF,GO:0008199,ferric iron binding,molecular_function,2,12
MF,GO:0008200,ion channel inhibitor activity,molecular_function,1,7
MF,GO:0008201,heparin binding,molecular_function,2,172
MF,GO:0008233,peptidase activity,molecular_function,2,433
MF,GO:0008234,cysteine-type peptidase activity,molecular_function,2,115
MF,GO:0008235,metalloexopeptidase activity,molecular_function,1,11
MF,GO:0008236,serine-type peptidase activity,molecular_function,2,116
MF,GO:0008237,metallopeptidase activity,molecular_function,2,143
MF,GO:0008238,exopeptidase activity,molecular_function,1,5
MF,GO:0008266,poly(U) RNA binding,molecular_function,2,28
MF,GO:0008270,zinc ion binding,molecular_function,2,1628
MF,GO:0008276,protein methyltransferase activity,molecular_function,1,10
MF,GO:0008289,lipid binding,molecular_function,2,315
MF,GO:0008296,3'-5'-exodeoxyribonuclease activity,molecular_function,1,5
MF,GO:0008301,"DNA binding, bending",molecular_function,2,27
MF,GO:0008307,structural constituent of muscle,molecular_function,2,50
MF,GO:0008308,voltage-gated anion channel activity,molecular_function,1,6
MF,GO:0008312,7S RNA binding,molecular_function,1,6
MF,GO:0008318,protein prenyltransferase activity,molecular_function,1,6
MF,GO:0008320,protein transmembrane transporter activity,molecular_function,2,26
MF,GO:0008324,cation transmembrane transporter activity,molecular_function,1,11
MF,GO:0008327,methyl-CpG binding,molecular_function,2,25
MF,GO:0008330,protein tyrosine/threonine phosphatase activity,molecular_function,1,6
MF,GO:0008331,high voltage-gated calcium channel activity,molecular_function,1,15
MF,GO:0008349,MAP kinase kinase kinase kinase activity,molecular_function,1,6
MF,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,molecular_function,2,18
MF,GO:0008373,sialyltransferase activity,molecular_function,1,8
MF,GO:0008374,O-acyltransferase activity,molecular_function,2,15
MF,GO:0008375,acetylglucosaminyltransferase activity,molecular_function,2,21
MF,GO:0008376,acetylgalactosaminyltransferase activity,molecular_function,1,5
MF,GO:0008378,galactosyltransferase activity,molecular_function,1,5
MF,GO:0008381,mechanosensitive ion channel activity,molecular_function,1,5
MF,GO:0008389,coumarin 7-hydroxylase activity,molecular_function,1,5
MF,GO:0008392,arachidonic acid epoxygenase activity,molecular_function,2,23
MF,GO:0008395,steroid hydroxylase activity,molecular_function,1,20
MF,GO:0008401,retinoic acid 4-hydroxylase activity,molecular_function,1,6
MF,GO:0008408,3'-5' exonuclease activity,molecular_function,2,12
MF,GO:0008409,5'-3' exonuclease activity,molecular_function,1,8
MF,GO:0008417,fucosyltransferase activity,molecular_function,1,10
MF,GO:0008429,phosphatidylethanolamine binding,molecular_function,2,15
MF,GO:0008430,selenium binding,molecular_function,2,10
MF,GO:0008432,JUN kinase binding,molecular_function,1,14
MF,GO:0008474,palmitoyl-(protein) hydrolase activity,molecular_function,1,14
MF,GO:0008483,transaminase activity,molecular_function,2,24
MF,GO:0008484,sulfuric ester hydrolase activity,molecular_function,2,14
MF,GO:0008486,diphosphoinositol-polyphosphate diphosphatase activity,molecular_function,1,8
MF,GO:0008494,translation activator activity,molecular_function,2,13
MF,GO:0008503,benzodiazepine receptor activity,molecular_function,1,6
MF,GO:0008504,monoamine transmembrane transporter activity,molecular_function,1,6
MF,GO:0008509,anion transmembrane transporter activity,molecular_function,1,6
MF,GO:0008519,ammonium transmembrane transporter activity,molecular_function,1,7
MF,GO:0008525,phosphatidylcholine transporter activity,molecular_function,1,5
MF,GO:0008526,phosphatidylinositol transfer activity,molecular_function,1,8
MF,GO:0008528,G protein-coupled peptide receptor activity,molecular_function,2,42
MF,GO:0008556,P-type potassium transmembrane transporter activity,molecular_function,1,6
MF,GO:0008559,ABC-type xenobiotic transporter activity,molecular_function,2,13
MF,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",molecular_function,2,14
MF,GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed",molecular_function,2,21
MF,GO:0008597,calcium-dependent protein serine/threonine phosphatase regulator activity,molecular_function,1,5
MF,GO:0008603,cAMP-dependent protein kinase regulator activity,molecular_function,1,6
MF,GO:0008641,ubiquitin-like modifier activating enzyme activity,molecular_function,1,7
MF,GO:0008656,cysteine-type endopeptidase activator activity involved in apoptotic process,molecular_function,1,6
MF,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,molecular_function,2,28
MF,GO:0008865,fructokinase activity,molecular_function,1,5
MF,GO:0008970,phospholipase A1 activity,molecular_function,1,6
MF,GO:0009055,electron transfer activity,molecular_function,2,66
MF,GO:0009881,photoreceptor activity,molecular_function,1,6
MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,molecular_function,1,5
MF,GO:0009982,pseudouridine synthase activity,molecular_function,1,8
MF,GO:0010181,FMN binding,molecular_function,2,12
MF,GO:0010314,phosphatidylinositol-5-phosphate binding,molecular_function,1,13
MF,GO:0010385,double-stranded methylated DNA binding,molecular_function,1,5
MF,GO:0010484,H3 histone acetyltransferase activity,molecular_function,1,5
MF,GO:0010485,H4 histone acetyltransferase activity,molecular_function,1,7
MF,GO:0010521,telomerase inhibitor activity,molecular_function,1,5
MF,GO:0010698,acetyltransferase activator activity,molecular_function,1,7
MF,GO:0010856,adenylate cyclase activator activity,molecular_function,2,12
MF,GO:0010997,anaphase-promoting complex binding,molecular_function,1,5
MF,GO:0015020,glucuronosyltransferase activity,molecular_function,1,8
MF,GO:0015026,coreceptor activity,molecular_function,2,73
MF,GO:0015035,protein-disulfide reductase activity,molecular_function,2,27
MF,GO:0015036,disulfide oxidoreductase activity,molecular_function,1,6
MF,GO:0015075,ion transmembrane transporter activity,molecular_function,1,5
MF,GO:0015078,proton transmembrane transporter activity,molecular_function,2,35
MF,GO:0015081,sodium ion transmembrane transporter activity,molecular_function,1,5
MF,GO:0015085,calcium ion transmembrane transporter activity,molecular_function,2,14
MF,GO:0015093,ferrous iron transmembrane transporter activity,molecular_function,1,12
MF,GO:0015095,magnesium ion transmembrane transporter activity,molecular_function,1,12
MF,GO:0015106,bicarbonate transmembrane transporter activity,molecular_function,1,8
MF,GO:0015108,chloride transmembrane transporter activity,molecular_function,2,27
MF,GO:0015171,amino acid transmembrane transporter activity,molecular_function,2,21
MF,GO:0015175,neutral amino acid transmembrane transporter activity,molecular_function,2,15
MF,GO:0015179,L-amino acid transmembrane transporter activity,molecular_function,1,7
MF,GO:0015183,L-aspartate transmembrane transporter activity,molecular_function,1,6
MF,GO:0015186,L-glutamine transmembrane transporter activity,molecular_function,1,7
MF,GO:0015220,choline transmembrane transporter activity,molecular_function,1,7
MF,GO:0015232,heme transmembrane transporter activity,molecular_function,1,7
MF,GO:0015250,water channel activity,molecular_function,1,9
MF,GO:0015267,channel activity,molecular_function,2,38
MF,GO:0015269,calcium-activated potassium channel activity,molecular_function,2,10
MF,GO:0015271,outward rectifier potassium channel activity,molecular_function,1,5
MF,GO:0015276,ligand-gated ion channel activity,molecular_function,2,38
MF,GO:0015278,calcium-release channel activity,molecular_function,1,6
MF,GO:0015280,ligand-gated sodium channel activity,molecular_function,1,8
MF,GO:0015288,porin activity,molecular_function,1,5
MF,GO:0015293,symporter activity,molecular_function,2,82
MF,GO:0015297,antiporter activity,molecular_function,2,87
MF,GO:0015377,cation:chloride symporter activity,molecular_function,2,13
MF,GO:0015379,potassium:chloride symporter activity,molecular_function,1,6
MF,GO:0015385,sodium:proton antiporter activity,molecular_function,1,5
MF,GO:0015386,potassium:proton antiporter activity,molecular_function,1,6
MF,GO:0015431,ABC-type glutathione S-conjugate transporter activity,molecular_function,1,5
MF,GO:0015459,potassium channel regulator activity,molecular_function,2,33
MF,GO:0015464,acetylcholine receptor activity,molecular_function,2,22
MF,GO:0015485,cholesterol binding,molecular_function,2,56
MF,GO:0015562,efflux transmembrane transporter activity,molecular_function,2,13
MF,GO:0015616,DNA translocase activity,molecular_function,1,6
MF,GO:0015631,tubulin binding,molecular_function,2,64
MF,GO:0015643,toxic substance binding,molecular_function,1,10
MF,GO:0015655,alanine:sodium symporter activity,molecular_function,1,5
MF,GO:0016004,phospholipase activator activity,molecular_function,2,16
MF,GO:0016018,cyclosporin A binding,molecular_function,2,12
MF,GO:0016174,NAD(P)H oxidase H2O2-forming activity,molecular_function,1,6
MF,GO:0016176,superoxide-generating NADPH oxidase activator activity,molecular_function,1,6
MF,GO:0016208,AMP binding,molecular_function,1,5
MF,GO:0016209,antioxidant activity,molecular_function,1,20
MF,GO:0016251,RNA polymerase II general transcription initiation factor activity,molecular_function,2,35
MF,GO:0016274,protein-arginine N-methyltransferase activity,molecular_function,1,6
MF,GO:0016279,protein-lysine N-methyltransferase activity,molecular_function,2,14
MF,GO:0016298,lipase activity,molecular_function,2,14
MF,GO:0016301,kinase activity,molecular_function,2,688
MF,GO:0016303,1-phosphatidylinositol-3-kinase activity,molecular_function,1,9
MF,GO:0016361,"activin receptor activity, type I",molecular_function,1,6
MF,GO:0016407,acetyltransferase activity,molecular_function,2,21
MF,GO:0016409,palmitoyltransferase activity,molecular_function,1,9
MF,GO:0016462,pyrophosphatase activity,molecular_function,1,10
MF,GO:0016491,oxidoreductase activity,molecular_function,2,577
MF,GO:0016493,C-C chemokine receptor activity,molecular_function,1,28
MF,GO:0016494,C-X-C chemokine receptor activity,molecular_function,1,11
